family_name,median,ci_lower,ci_upper,n,mass_in_band,selection,replicate
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,1
Jicaquean,28.0,28.0,28.0,1,,random,1
Kadugli-Krongo,62.0,59.0,62.0,11,0.14424215689060468,random,1
Kakua-Nukak,22.0,22.0,24.0,3,0.9893002344772951,random,1
Kartvelian,35.5,34.0,42.5,6,0.9654994108260868,random,1
Kawesqar,24.0,24.0,24.0,3,,random,1
Keresan,51.0,51.0,51.0,1,,random,1
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,1
Kiowa-Tanoan,42.0,41.0,61.0,5,0.5738819051694108,random,1
Kiwaian,19.0,19.0,19.0,1,,random,1
Koiarian,16.0,16.0,16.0,1,,random,1
Kolopom,44.0,44.0,44.0,1,,random,1
Koman,28.0,25.0,28.0,5,0.9999943055065038,random,1
Konda-Yahadian,33.0,33.0,33.0,1,,random,1
Koreanic,48.0,48.0,48.0,2,,random,1
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,1
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,1
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,1
Kunimaipan,20.0,20.0,20.0,2,,random,1
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,1
Limilngan-Wulna,25.0,25.0,25.0,1,,random,1
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,1
Maiduan,23.0,23.0,23.0,2,,random,1
Mande,37.0,35.5,39.0,54,0.8230517064062284,random,1
Mangarrayi-Maran,23.0,21.0,26.0,6,0.8864203269892689,random,1
Maningrida,26.0,21.0,27.0,5,0.9435626790480391,random,1
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,1
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,1
Mayan,32.0,30.0,36.0,14,0.9954593035285912,random,1
Maybratic,16.0,16.0,16.0,1,,random,1
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,1
Misumalpan,28.0,28.0,28.0,1,,random,1
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,1
Mixe-Zoque,29.0,25.0,32.0,7,0.9775562423246145,random,1
Mongolic-Khitan,36.0,35.0,42.0,16,0.8541765711789828,random,1
Muskogean,21.0,17.0,25.0,5,0.5740429799793708,random,1
Naduhup,34.5,34.0,39.0,4,0.9999999997979723,random,1
Nakh-Daghestanian,64.0,48.0,67.0,17,0.24728543646886303,random,1
Nambiquaran,29.5,16.0,38.5,6,0.7566302481900345,random,1
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,1
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,1
Nilotic,38.0,37.0,43.0,31,0.7401878452783628,random,1
Nimboranic,18.0,18.0,18.0,1,,random,1
Nivkh,34.0,34.0,34.0,3,,random,1
North Bougainville,11.0,11.0,11.0,1,,random,1
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,1
Northern Daly,19.0,19.0,19.0,2,,random,1
Nubian,21.0,21.0,21.0,2,,random,1
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,1
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.5987284420435575,random,1
Nuclear-Macro-Je,26.5,25.0,28.5,26,0.7852047067255659,random,1
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,1
Nyulnyulan,20.0,20.0,25.0,11,0.7182652464119196,random,1
Otomanguean,38.0,31.0,47.5,20,0.6685094452488753,random,1
Palaihnihan,23.0,23.0,23.0,1,,random,1
Pama-Nyungan,23.0,23.0,23.0,324,0.781123188759872,random,1
Pano-Tacanan,21.0,21.0,22.0,34,0.7031801874640741,random,1
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,1
Pidgin,36.0,36.0,36.0,1,,random,1
Pomoan,32.0,32.0,39.0,3,0.9997949103059797,random,1
Puri-Coroado,18.0,18.0,18.0,1,,random,1
Quechuan,24.0,22.0,28.0,27,0.7696869091337424,random,1
Sahaptian,36.0,36.0,36.0,2,,random,1
Saharan,32.0,29.0,35.0,5,0.9999996024362361,random,1
Saliban,30.0,30.0,30.0,3,,random,1
Salishan,43.0,37.0,44.0,11,0.9492290490943659,random,1
Senagi,17.0,17.0,17.0,1,,random,1
Sentanic,17.0,17.0,17.0,2,,random,1
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,1
Shastan,21.0,21.0,21.0,1,,random,1
Sino-Tibetan,45.0,42.0,47.0,135,0.6190050886527791,random,1
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,1
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,1
Songhay,40.0,37.0,43.0,7,0.7549069521418177,random,1
South Bird's Head,18.0,18.0,18.0,1,,random,1
South Bougainville,13.0,13.0,13.0,2,,random,1
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,1
Southern Daly,28.0,25.0,28.0,4,0.9999985446308678,random,1
Speech Register,32.0,32.0,32.0,1,,random,1
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,1
Ta-Ne-Omotic,38.0,28.0,44.0,12,0.7784009067644595,random,1
Tai-Kadai,34.0,32.0,39.0,25,0.8373498116998837,random,1
Tamaic,30.0,30.0,30.0,1,,random,1
Tangkic,23.5,23.0,25.0,4,0.9999900165002436,random,1
Tarascan,39.0,39.0,39.0,2,,random,1
Teberan,23.0,23.0,23.0,1,,random,1
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,1
Ticuna-Yuri,33.0,33.0,33.0,2,,random,1
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,1
Totonacan,30.0,26.0,36.0,4,0.9666795566993163,random,1
Tsimshian,41.5,41.0,42.0,2,1.0,random,1
Tucanoan,23.0,18.0,24.0,23,0.6321315374204114,random,1
Tungusic,25.0,25.0,27.0,7,0.9289714398419295,random,1
Tupian,26.0,25.0,27.0,61,0.893531759159678,random,1
Turkic,39.0,37.0,42.5,32,0.8534106069344959,random,1
Tuu,161.0,161.0,161.0,1,,random,1
Unclassifiable,21.0,21.0,21.0,1,,random,1
Uralic,34.0,33.0,37.0,46,0.7360508569293613,random,1
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,1
Uto-Aztecan,26.0,24.0,36.0,18,0.7917527782515164,random,1
Wakashan,51.0,47.0,55.0,4,0.4337596399299841,random,1
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,1
Wintuan,35.0,35.0,35.0,1,,random,1
Worrorran,25.0,24.0,28.0,9,0.9999843988245608,random,1
Yangmanic,22.0,22.0,22.0,2,,random,1
Yanomamic,32.0,24.0,33.0,11,0.9050450232216992,random,1
Yareban,18.0,18.0,18.0,1,,random,1
Yawa-Saweru,19.0,19.0,19.0,1,,random,1
Yeniseian,32.0,32.0,32.0,2,,random,1
Yukaghir,39.0,36.0,39.0,5,1.0,random,1
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,1
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,1
Zaparoan,25.0,19.0,29.0,5,0.8104534353793611,random,1
(Unknown),29.0,26.0,32.0,103,0.7952506600552969,random,2
Abkhaz-Adyge,55.0,51.0,70.0,4,0.24070561012874858,random,2
Afro-Asiatic,41.0,38.0,42.0,139,0.781347149821563,random,2
Ainu,17.0,17.0,17.0,2,,random,2
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,2
Angan,21.0,21.0,21.0,1,,random,2
Araucanian,28.0,28.0,28.0,3,,random,2
Arawakan,25.0,23.0,26.512499999999932,58,0.8226002960091131,random,2
Arawan,21.5,15.0,25.5,6,0.5695885497730466,random,2
Athabaskan-Eyak-Tlingit,47.0,44.0,51.5,14,0.6536361490098632,random,2
Atlantic-Congo,38.0,37.0,39.0,479,0.8050677846121943,random,2
Austroasiatic,40.5,38.0,45.0,52,0.8363928915817125,random,2
Austronesian,25.0,24.0,26.0,131,0.8068825277320182,random,2
Aymaran,42.0,32.0,42.0,4,0.985788686510288,random,2
Baining,22.0,22.0,22.0,1,,random,2
Barbacoan,26.0,21.0,28.0,9,0.9320259823884378,random,2
Blue Nile Mao,36.0,36.0,36.0,1,,random,2
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,2
Boran,29.5,28.0,41.0,4,0.968790779674869,random,2
Border,22.0,19.0,23.0,3,0.7064642930403426,random,2
Bororoan,22.0,20.0,22.0,3,0.821346839775168,random,2
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,2
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,2
Cahuapanan,21.0,18.0,21.0,3,0.5326678147786723,random,2
Cariban,23.0,21.0,24.0,30,0.7061989305184655,random,2
Central Sudanic,45.0,39.0,49.0,25,0.7041298922840803,random,2
Chapacuran,21.0,18.0,21.0,3,0.5326678147786723,random,2
Chibchan,24.5,21.0,28.0,12,0.7998169524660639,random,2
Chicham,24.0,22.0,25.5,6,0.908690197957679,random,2
Chimakuan,37.0,37.0,37.0,1,,random,2
Chiquitano,26.0,26.0,26.0,1,,random,2
Chocoan,31.0,31.0,33.0,7,0.9999999999996538,random,2
Chonan,35.0,29.0,35.0,3,0.999795413016374,random,2
Chukotko-Kamchatkan,24.5,21.5,32.0,6,0.8352077217355021,random,2
Chumashan,44.0,44.0,44.0,1,,random,2
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,2
Dajuic,30.0,30.0,30.0,1,,random,2
Dizoid,30.0,30.0,30.0,1,,random,2
Dogon,42.0,42.0,47.0,3,0.9643305022190823,random,2
Dravidian,35.0,33.5,39.0,42,0.8034351053311024,random,2
East Strickland,18.0,18.0,18.0,1,,random,2
Eastern Daly,22.0,22.0,22.0,1,,random,2
Eastern Jebel,49.0,49.0,49.0,2,,random,2
Eleman,14.0,14.0,14.0,1,,random,2
Eskimo-Aleut,36.0,27.0,38.0,7,0.9471256695864125,random,2
Furan,30.0,30.0,30.0,1,,random,2
Garrwan,17.0,17.0,20.0,4,0.12729126683248018,random,2
Giimbiyu,23.0,23.0,23.0,3,,random,2
Great Andamanese,35.0,35.0,35.0,2,,random,2
Guahiboan,25.0,22.0,35.0,5,0.8368450651079264,random,2
Guaicuruan,28.0,22.5,30.0,10,0.9408138656221043,random,2
Gumuz,44.0,44.0,44.0,1,,random,2
Gunwinyguan,27.0,24.0,27.0,19,0.9613548785517296,random,2
Haida,50.0,50.0,50.0,2,,random,2
Harakmbut,33.0,33.0,33.0,1,,random,2
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,2
Hibito-Cholon,20.0,20.0,20.0,1,,random,2
Hmong-Mien,52.5,49.0,61.0,4,0.3122743354163489,random,2
Huavean,29.0,29.0,29.0,2,,random,2
Huitotoan,26.0,20.0,35.0,5,0.8418434229420266,random,2
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,2
Indo-European,41.5,40.0,42.0,192,0.7681180084728427,random,2
Iroquoian,19.0,17.0,22.0,5,0.2900100575612439,random,2
Iwaidjan Proper,23.0,22.0,24.0,7,0.9992646186769253,random,2
Japonic,32.5,19.0,40.0,4,0.7758333370190907,random,2
Jarawa-Onge,24.0,24.0,24.0,1,,random,2
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,2
Jicaquean,28.0,28.0,28.0,1,,random,2
Kadugli-Krongo,62.0,59.0,62.0,11,0.1468551820736199,random,2
Kakua-Nukak,22.0,22.0,24.0,3,0.9893002344772951,random,2
Kartvelian,34.5,33.0,42.5,6,0.9621953743356224,random,2
Kawesqar,19.0,19.0,19.0,3,,random,2
Keresan,51.0,51.0,51.0,1,,random,2
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,2
Kiowa-Tanoan,42.0,41.0,61.0,5,0.5738819051694108,random,2
Kiwaian,19.0,19.0,19.0,1,,random,2
Koiarian,16.0,16.0,16.0,1,,random,2
Kolopom,44.0,44.0,44.0,1,,random,2
Koman,28.0,25.0,31.0,5,0.9956235890194447,random,2
Konda-Yahadian,33.0,33.0,33.0,1,,random,2
Koreanic,40.0,40.0,40.0,2,,random,2
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,2
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,2
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,2
Kunimaipan,20.0,20.0,20.0,2,,random,2
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,2
Limilngan-Wulna,25.0,25.0,25.0,1,,random,2
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,2
Maiduan,23.0,23.0,23.0,2,,random,2
Mande,38.0,35.5,39.0,54,0.8136224291101748,random,2
Mangarrayi-Maran,23.0,21.0,26.0,6,0.8864203269892689,random,2
Maningrida,21.0,21.0,27.0,5,0.8097531794910332,random,2
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,2
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,2
Mayan,32.0,28.0,36.0,14,0.9939758779442844,random,2
Maybratic,16.0,16.0,16.0,1,,random,2
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,2
Misumalpan,28.0,28.0,28.0,1,,random,2
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,2
Mixe-Zoque,25.0,22.0,29.0,7,0.9151216290866038,random,2
Mongolic-Khitan,36.0,32.0,42.0,16,0.8372665725129291,random,2
Muskogean,21.0,21.0,25.0,5,0.839799645275389,random,2
Naduhup,34.5,34.0,39.0,4,0.9999999997979723,random,2
Nakh-Daghestanian,64.0,51.0,66.0,17,0.2241859031792485,random,2
Nambiquaran,29.5,18.0,38.5,6,0.7747393231394307,random,2
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,2
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,2
Nilotic,38.0,35.0,43.0,31,0.7403547433052641,random,2
Nimboranic,18.0,18.0,18.0,1,,random,2
Nivkh,34.0,34.0,34.0,3,,random,2
North Bougainville,11.0,11.0,11.0,1,,random,2
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,2
Northern Daly,19.0,19.0,19.0,2,,random,2
Nubian,45.0,45.0,45.0,2,,random,2
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,2
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.6024107333650293,random,2
Nuclear-Macro-Je,27.0,25.0,31.0,26,0.9059050840192445,random,2
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,2
Nyulnyulan,20.0,20.0,25.0,11,0.7182652464119196,random,2
Otomanguean,36.0,31.0,47.5,20,0.6680650602143228,random,2
Palaihnihan,23.0,23.0,23.0,1,,random,2
Pama-Nyungan,23.0,23.0,24.0,324,0.8031294982652507,random,2
Pano-Tacanan,21.0,21.0,22.0,34,0.7055318218964604,random,2
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,2
Pidgin,36.0,36.0,36.0,1,,random,2
Pomoan,38.0,38.0,39.0,3,1.0000000000000002,random,2
Puri-Coroado,18.0,18.0,18.0,1,,random,2
Quechuan,24.0,22.0,27.0,27,0.7714877756818563,random,2
Sahaptian,30.0,30.0,30.0,2,,random,2
Saharan,32.0,29.0,35.0,5,0.9999996024362361,random,2
Saliban,32.0,30.0,32.0,3,1.0000000000000002,random,2
Salishan,40.0,37.0,44.0,11,0.9506656266655525,random,2
Senagi,17.0,17.0,17.0,1,,random,2
Sentanic,17.0,17.0,17.0,2,,random,2
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,2
Shastan,21.0,21.0,21.0,1,,random,2
Sino-Tibetan,43.0,42.0,46.0,135,0.6115619667567529,random,2
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,2
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,2
Songhay,48.0,36.0,48.0,7,0.6504071767332094,random,2
South Bird's Head,18.0,18.0,18.0,1,,random,2
South Bougainville,18.0,18.0,18.0,2,,random,2
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,2
Southern Daly,24.0,23.0,28.0,4,0.9755647630851585,random,2
Speech Register,32.0,32.0,32.0,1,,random,2
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,2
Ta-Ne-Omotic,38.0,28.0,52.0,12,0.6391681440350194,random,2
Tai-Kadai,35.0,32.0,43.0,25,0.8157656380993112,random,2
Tamaic,30.0,30.0,30.0,1,,random,2
Tangkic,24.0,24.0,25.0,4,1.0,random,2
Tarascan,32.0,32.0,32.0,2,,random,2
Teberan,23.0,23.0,23.0,1,,random,2
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,2
Ticuna-Yuri,29.0,29.0,29.0,2,,random,2
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,2
Totonacan,30.0,26.0,36.0,4,0.9666795566993163,random,2
Tsimshian,41.5,41.0,42.0,2,1.0,random,2
Tucanoan,23.0,18.0,25.0,23,0.6348779301954033,random,2
Tungusic,25.0,25.0,27.0,7,0.9289714398419295,random,2
Tupian,26.0,25.0,27.0,61,0.8969012439561894,random,2
Turkic,38.0,33.0,39.5,32,0.9581293462232092,random,2
Tuu,161.0,161.0,161.0,1,,random,2
Unclassifiable,21.0,21.0,21.0,1,,random,2
Uralic,34.0,33.0,37.0,46,0.801130472690327,random,2
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,2
Uto-Aztecan,27.0,24.0,34.0,18,0.8771075346340564,random,2
Wakashan,51.0,47.0,55.0,4,0.4337596399299841,random,2
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,2
Wintuan,35.0,35.0,35.0,1,,random,2
Worrorran,25.0,24.0,28.0,9,0.9999843988245608,random,2
Yangmanic,22.0,22.0,22.0,2,,random,2
Yanomamic,24.0,19.0,34.0,11,0.7363048531617151,random,2
Yareban,18.0,18.0,18.0,1,,random,2
Yawa-Saweru,19.0,19.0,19.0,1,,random,2
Yeniseian,25.0,25.0,25.0,2,,random,2
Yukaghir,32.0,32.0,36.0,5,0.9999999999999867,random,2
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,2
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,2
Zaparoan,19.0,18.0,25.0,5,0.4985095350682875,random,2
(Unknown),30.0,27.0,33.0,103,0.8049316890105818,random,3
Abkhaz-Adyge,57.0,55.0,70.0,4,0.09662129741181702,random,3
Afro-Asiatic,38.0,37.0,40.0,139,0.8173953510883216,random,3
Ainu,17.0,17.0,17.0,2,,random,3
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,3
Angan,21.0,21.0,21.0,1,,random,3
Araucanian,26.0,26.0,26.0,3,,random,3
Arawakan,25.0,24.0,26.5,58,0.8473729344293204,random,3
Arawan,21.5,15.0,25.5,6,0.5695885497730466,random,3
Athabaskan-Eyak-Tlingit,47.0,44.0,51.5,14,0.6536361490098632,random,3
Atlantic-Congo,38.0,37.0,39.0,479,0.8070214204383148,random,3
Austroasiatic,40.0,37.5,42.0,52,0.8367617152992338,random,3
Austronesian,25.0,24.0,26.0,131,0.8082642072371778,random,3
Aymaran,42.0,32.0,42.0,4,0.985788686510288,random,3
Baining,22.0,22.0,22.0,1,,random,3
Barbacoan,26.0,25.0,28.0,9,0.9999999999540888,random,3
Blue Nile Mao,36.0,36.0,36.0,1,,random,3
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,3
Boran,29.5,28.0,41.0,4,0.968790779674869,random,3
Border,22.0,19.0,23.0,3,0.7064642930403426,random,3
Bororoan,20.0,20.0,20.0,3,,random,3
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,3
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,3
Cahuapanan,21.0,18.0,21.0,3,0.5326678147786723,random,3
Cariban,22.0,21.0,24.0,30,0.6982125578917737,random,3
Central Sudanic,45.0,39.0,49.0,25,0.7041298922840803,random,3
Chapacuran,21.0,18.0,21.0,3,0.5326678147786723,random,3
Chibchan,24.5,21.0,28.0,12,0.7998169524660639,random,3
Chicham,21.0,20.5,25.0,6,0.763346502754851,random,3
Chimakuan,37.0,37.0,37.0,1,,random,3
Chiquitano,26.0,26.0,26.0,1,,random,3
Chocoan,31.0,31.0,33.0,7,0.9999999999996538,random,3
Chonan,31.0,29.0,31.0,3,1.0000000000000002,random,3
Chukotko-Kamchatkan,24.5,21.5,32.0,6,0.8352077217355021,random,3
Chumashan,44.0,44.0,44.0,1,,random,3
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,3
Dajuic,30.0,30.0,30.0,1,,random,3
Dizoid,30.0,30.0,30.0,1,,random,3
Dogon,42.0,42.0,47.0,3,0.9643305022190823,random,3
Dravidian,39.0,37.0,43.0,42,0.7608957292100731,random,3
East Strickland,18.0,18.0,18.0,1,,random,3
Eastern Daly,22.0,22.0,22.0,1,,random,3
Eastern Jebel,49.0,49.0,49.0,2,,random,3
Eleman,14.0,14.0,14.0,1,,random,3
Eskimo-Aleut,36.0,27.0,38.0,7,0.9471256695864125,random,3
Furan,30.0,30.0,30.0,1,,random,3
Garrwan,22.0,20.0,22.0,4,0.8705078849972032,random,3
Giimbiyu,23.0,23.0,23.0,3,,random,3
Great Andamanese,24.0,24.0,24.0,2,,random,3
Guahiboan,25.0,22.0,29.0,5,0.9082353391274137,random,3
Guaicuruan,28.0,22.0,31.0,10,0.8477073574761784,random,3
Gumuz,44.0,44.0,44.0,1,,random,3
Gunwinyguan,27.0,24.0,27.0,19,0.9683819429094245,random,3
Haida,49.0,49.0,49.0,2,,random,3
Harakmbut,33.0,33.0,33.0,1,,random,3
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,3
Hibito-Cholon,20.0,20.0,20.0,1,,random,3
Hmong-Mien,48.5,41.0,61.0,4,0.5080405801055058,random,3
Huavean,29.0,29.0,29.0,2,,random,3
Huitotoan,26.0,20.0,38.0,5,0.8214747568953742,random,3
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,3
Indo-European,41.0,39.0,43.0,192,0.7372762647541006,random,3
Iroquoian,22.0,17.0,27.0,5,0.6246305673209812,random,3
Iwaidjan Proper,23.0,22.0,24.0,7,0.9992646186769253,random,3
Japonic,21.0,19.0,25.0,4,0.6726262410850654,random,3
Jarawa-Onge,24.0,24.0,24.0,1,,random,3
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,3
Jicaquean,28.0,28.0,28.0,1,,random,3
Kadugli-Krongo,62.0,59.0,62.0,11,0.1468551820736199,random,3
Kakua-Nukak,22.0,22.0,24.0,3,0.9893002344772951,random,3
Kartvelian,35.0,34.0,42.0,6,0.9654509381314349,random,3
Kawesqar,19.0,19.0,19.0,3,,random,3
Keresan,51.0,51.0,51.0,1,,random,3
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,3
Kiowa-Tanoan,42.0,41.0,61.0,5,0.5738819051694108,random,3
Kiwaian,19.0,19.0,19.0,1,,random,3
Koiarian,16.0,16.0,16.0,1,,random,3
Kolopom,44.0,44.0,44.0,1,,random,3
Koman,28.0,25.0,31.0,5,0.9956235890194447,random,3
Konda-Yahadian,33.0,33.0,33.0,1,,random,3
Koreanic,32.0,32.0,32.0,2,,random,3
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,3
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,3
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,3
Kunimaipan,20.0,20.0,20.0,2,,random,3
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,3
Limilngan-Wulna,25.0,25.0,25.0,1,,random,3
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,3
Maiduan,23.0,23.0,23.0,2,,random,3
Mande,38.0,36.0,42.0,54,0.7569877424168429,random,3
Mangarrayi-Maran,23.0,21.0,26.0,6,0.8864203269892689,random,3
Maningrida,26.0,21.0,27.0,5,0.9435626790480391,random,3
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,3
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,3
Mayan,32.0,30.0,36.0,14,0.9954593035285912,random,3
Maybratic,16.0,16.0,16.0,1,,random,3
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,3
Misumalpan,28.0,28.0,28.0,1,,random,3
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,3
Mixe-Zoque,29.0,25.0,32.0,7,0.9775562423246145,random,3
Mongolic-Khitan,33.5,31.0,39.0,16,0.9879312464167316,random,3
Muskogean,21.0,21.0,25.0,5,0.839799645275389,random,3
Naduhup,34.5,29.0,39.0,4,0.9994478610217424,random,3
Nakh-Daghestanian,60.0,49.0,68.0,17,0.2908839590062764,random,3
Nambiquaran,29.5,18.0,38.5,6,0.7747393231394307,random,3
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,3
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,3
Nilotic,37.0,32.0,40.0,31,0.739468835052448,random,3
Nimboranic,18.0,18.0,18.0,1,,random,3
Nivkh,44.0,44.0,44.0,3,,random,3
North Bougainville,11.0,11.0,11.0,1,,random,3
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,3
Northern Daly,19.0,19.0,19.0,2,,random,3
Nubian,45.0,45.0,45.0,2,,random,3
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,3
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.6024107333650293,random,3
Nuclear-Macro-Je,27.0,26.0,31.0,26,0.9371302664144723,random,3
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,3
Nyulnyulan,20.0,20.0,25.0,11,0.7182652464119196,random,3
Otomanguean,38.0,32.0,47.5,20,0.699637449546185,random,3
Palaihnihan,23.0,23.0,23.0,1,,random,3
Pama-Nyungan,23.0,23.0,24.0,324,0.8002164453824939,random,3
Pano-Tacanan,21.0,21.0,22.0,34,0.7394280113930052,random,3
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,3
Pidgin,36.0,36.0,36.0,1,,random,3
Pomoan,32.0,32.0,39.0,3,0.9997949103059797,random,3
Puri-Coroado,18.0,18.0,18.0,1,,random,3
Quechuan,23.0,22.0,28.0,27,0.7540231719607499,random,3
Sahaptian,30.0,30.0,30.0,2,,random,3
Saharan,32.0,25.0,35.0,5,0.9715239053635727,random,3
Saliban,30.0,30.0,30.0,3,,random,3
Salishan,43.0,37.0,44.0,11,0.9492290490943659,random,3
Senagi,17.0,17.0,17.0,1,,random,3
Sentanic,17.0,17.0,17.0,2,,random,3
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,3
Shastan,21.0,21.0,21.0,1,,random,3
Sino-Tibetan,43.0,42.0,46.0,135,0.6567250267559385,random,3
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,3
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,3
Songhay,37.0,36.0,40.0,7,0.7808823222548065,random,3
South Bird's Head,18.0,18.0,18.0,1,,random,3
South Bougainville,13.0,13.0,13.0,2,,random,3
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,3
Southern Daly,28.0,25.0,28.0,4,0.9999985446308678,random,3
Speech Register,32.0,32.0,32.0,1,,random,3
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,3
Ta-Ne-Omotic,38.0,32.0,52.0,12,0.6759554396410163,random,3
Tai-Kadai,35.0,33.0,43.0,25,0.8062469424851733,random,3
Tamaic,30.0,30.0,30.0,1,,random,3
Tangkic,24.0,24.0,25.0,4,1.0,random,3
Tarascan,39.0,39.0,39.0,2,,random,3
Teberan,23.0,23.0,23.0,1,,random,3
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,3
