family_name,median,ci_lower,ci_upper,n,mass_in_band,selection,replicate
Iroquoian,22.0,17.0,27.0,5,0.6246305673209812,random,6
Iwaidjan Proper,24.0,24.0,24.0,7,0.9999999999999998,random,6
Japonic,21.0,19.0,25.0,4,0.6726262410850654,random,6
Jarawa-Onge,24.0,24.0,24.0,1,,random,6
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,6
Jicaquean,28.0,28.0,28.0,1,,random,6
Kadugli-Krongo,62.0,59.0,62.0,11,0.14424215689060468,random,6
Kakua-Nukak,22.0,22.0,24.0,3,0.9893002344772951,random,6
Kartvelian,34.0,33.0,42.5,6,0.9619038409533147,random,6
Kawesqar,24.0,24.0,24.0,3,,random,6
Keresan,51.0,51.0,51.0,1,,random,6
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,6
Kiowa-Tanoan,42.0,38.0,61.0,5,0.5889463137744626,random,6
Kiwaian,19.0,19.0,19.0,1,,random,6
Koiarian,16.0,16.0,16.0,1,,random,6
Kolopom,44.0,44.0,44.0,1,,random,6
Koman,28.0,25.0,28.0,5,0.9999943055065038,random,6
Konda-Yahadian,33.0,33.0,33.0,1,,random,6
Koreanic,38.0,38.0,38.0,2,,random,6
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,6
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,6
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,6
Kunimaipan,20.0,20.0,20.0,2,,random,6
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,6
Limilngan-Wulna,25.0,25.0,25.0,1,,random,6
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,6
Maiduan,23.0,23.0,23.0,2,,random,6
Mande,38.0,36.0,39.0,54,0.8364227927508476,random,6
Mangarrayi-Maran,24.0,21.0,28.0,6,0.8727028002341617,random,6
Maningrida,21.0,21.0,27.0,5,0.8097531794910332,random,6
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,6
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,6
Mayan,30.0,26.0,32.0,14,0.991582981686451,random,6
Maybratic,16.0,16.0,16.0,1,,random,6
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,6
Misumalpan,28.0,28.0,28.0,1,,random,6
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,6
Mixe-Zoque,25.0,22.0,29.0,7,0.9151216290866038,random,6
Mongolic-Khitan,33.5,29.0,39.0,16,0.9822128830322095,random,6
Muskogean,21.0,21.0,25.0,5,0.839799645275389,random,6
Naduhup,34.5,29.0,39.0,4,0.9994478610217424,random,6
Nakh-Daghestanian,56.0,48.0,67.0,17,0.30931691544226814,random,6
Nambiquaran,29.5,16.0,38.5,6,0.7566302481900345,random,6
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,6
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,6
Nilotic,38.0,32.0,40.0,31,0.7389574031522774,random,6
Nimboranic,18.0,18.0,18.0,1,,random,6
Nivkh,44.0,44.0,44.0,3,,random,6
North Bougainville,11.0,11.0,11.0,1,,random,6
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,6
Northern Daly,19.0,19.0,19.0,2,,random,6
Nubian,21.0,21.0,21.0,2,,random,6
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,6
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.6024107333650293,random,6
Nuclear-Macro-Je,27.0,25.0,28.5,26,0.8150307673741574,random,6
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,6
Nyulnyulan,20.0,20.0,25.0,11,0.7182652464119196,random,6
Otomanguean,36.0,32.0,47.5,20,0.6988914413375313,random,6
Palaihnihan,23.0,23.0,23.0,1,,random,6
Pama-Nyungan,23.0,23.0,24.0,324,0.7957368904680442,random,6
Pano-Tacanan,21.0,21.0,22.0,34,0.7623892202464952,random,6
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,6
Pidgin,36.0,36.0,36.0,1,,random,6
Pomoan,32.0,32.0,39.0,3,0.9997949103059797,random,6
Puri-Coroado,18.0,18.0,18.0,1,,random,6
Quechuan,23.0,22.0,26.0,27,0.7520098909535148,random,6
Sahaptian,36.0,36.0,36.0,2,,random,6
Saharan,32.0,25.0,35.0,5,0.9715239053635727,random,6
Saliban,32.0,30.0,32.0,3,1.0000000000000002,random,6
Salishan,40.0,37.0,44.0,11,0.9506656266655525,random,6
Senagi,17.0,17.0,17.0,1,,random,6
Sentanic,17.0,17.0,17.0,2,,random,6
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,6
Shastan,21.0,21.0,21.0,1,,random,6
Sino-Tibetan,45.0,42.0,48.0,135,0.6353683803669956,random,6
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,6
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,6
Songhay,40.0,37.0,43.0,7,0.7549069521418177,random,6
South Bird's Head,18.0,18.0,18.0,1,,random,6
South Bougainville,18.0,18.0,18.0,2,,random,6
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,6
Southern Daly,24.0,23.0,28.0,4,0.9755647630851585,random,6
Speech Register,32.0,32.0,32.0,1,,random,6
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,6
Ta-Ne-Omotic,38.0,32.0,52.0,12,0.6759554396410163,random,6
Tai-Kadai,34.0,32.0,38.0,25,0.8492895497083786,random,6
Tamaic,30.0,30.0,30.0,1,,random,6
Tangkic,23.5,23.0,25.0,4,0.9999900165002436,random,6
Tarascan,32.0,32.0,32.0,2,,random,6
Teberan,23.0,23.0,23.0,1,,random,6
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,6
Ticuna-Yuri,33.0,33.0,33.0,2,,random,6
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,6
Totonacan,30.0,26.0,36.0,4,0.9666795566993163,random,6
Tsimshian,41.5,41.0,42.0,2,1.0,random,6
Tucanoan,23.0,20.975,23.0,23,0.6934208475096819,random,6
Tungusic,27.0,25.0,29.0,7,0.9593770599807054,random,6
Tupian,26.0,25.0,26.0,61,0.8915017689110852,random,6
Turkic,37.0,34.0,38.5,32,0.9608869746377214,random,6
Tuu,161.0,161.0,161.0,1,,random,6
Unclassifiable,21.0,21.0,21.0,1,,random,6
Uralic,34.0,32.0,37.0,46,0.7404961587345609,random,6
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,6
Uto-Aztecan,30.0,25.0,36.0,18,0.8283057909064218,random,6
Wakashan,47.5,47.0,48.0,4,0.9999953092100108,random,6
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,6
Wintuan,35.0,35.0,35.0,1,,random,6
Worrorran,25.0,24.0,28.0,9,0.9999843988245608,random,6
Yangmanic,22.0,22.0,22.0,2,,random,6
Yanomamic,24.0,20.0,32.0,11,0.7673682901327847,random,6
Yareban,18.0,18.0,18.0,1,,random,6
Yawa-Saweru,19.0,19.0,19.0,1,,random,6
Yeniseian,25.0,25.0,25.0,2,,random,6
Yukaghir,26.0,26.0,33.0,5,0.9906603244849268,random,6
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,6
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,6
Zaparoan,19.0,18.0,25.0,5,0.4985095350682875,random,6
(Unknown),29.0,27.0,32.0,103,0.8287697882768659,random,7
Abkhaz-Adyge,57.5,56.0,62.0,4,0.001256454748986602,random,7
Afro-Asiatic,41.0,39.0,44.0,139,0.7849281004363713,random,7
Ainu,16.0,16.0,16.0,2,,random,7
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,7
Angan,21.0,21.0,21.0,1,,random,7
Araucanian,28.0,28.0,28.0,3,,random,7
Arawakan,26.0,25.0,27.0,58,0.8840966833374868,random,7
Arawan,21.5,16.0,25.5,6,0.5753651952477055,random,7
Athabaskan-Eyak-Tlingit,49.5,44.0,54.0,14,0.5297173752411323,random,7
Atlantic-Congo,38.0,37.0,39.0,479,0.8076637635541635,random,7
Austroasiatic,39.0,37.0,41.0,52,0.8099953616085784,random,7
Austronesian,25.0,23.0,26.0,131,0.7917227069364055,random,7
Aymaran,39.0,31.0,39.0,4,0.9998404646666121,random,7
Baining,22.0,22.0,22.0,1,,random,7
Barbacoan,26.0,21.0,28.0,9,0.935548693223433,random,7
Blue Nile Mao,36.0,36.0,36.0,1,,random,7
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,7
Boran,29.5,28.0,41.0,4,0.968790779674869,random,7
Border,22.0,19.0,23.0,3,0.7064642930403426,random,7
Bororoan,22.0,20.0,22.0,3,0.821346839775168,random,7
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,7
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,7
Cahuapanan,21.0,18.0,21.0,3,0.5326678147786723,random,7
Cariban,21.0,19.0,23.5,30,0.5882467794347955,random,7
Central Sudanic,45.0,39.0,49.0,25,0.7041298922840803,random,7
Chapacuran,20.0,18.0,20.0,3,0.33584843277803544,random,7
Chibchan,27.0,23.0,30.0,12,0.8807426222728669,random,7
Chicham,24.0,22.0,25.5,6,0.908690197957679,random,7
Chimakuan,37.0,37.0,37.0,1,,random,7
Chiquitano,26.0,26.0,26.0,1,,random,7
Chocoan,33.0,31.0,38.0,7,0.9999137837105174,random,7
Chonan,35.0,29.0,35.0,3,0.999795413016374,random,7
Chukotko-Kamchatkan,24.5,21.5,32.0,6,0.8352077217355021,random,7
Chumashan,40.0,40.0,40.0,1,,random,7
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,7
Dajuic,30.0,30.0,30.0,1,,random,7
Dizoid,30.0,30.0,30.0,1,,random,7
Dogon,42.0,42.0,47.0,3,0.9643305022190823,random,7
Dravidian,39.0,34.5,43.0,42,0.8085228128520852,random,7
East Strickland,18.0,18.0,18.0,1,,random,7
Eastern Daly,22.0,22.0,22.0,1,,random,7
Eastern Jebel,49.0,49.0,49.0,2,,random,7
Eleman,14.0,14.0,14.0,1,,random,7
Eskimo-Aleut,27.0,27.0,38.0,7,0.9295496154848005,random,7
Furan,30.0,30.0,30.0,1,,random,7
Garrwan,22.0,20.0,22.0,4,0.8705078849972032,random,7
Giimbiyu,23.0,23.0,23.0,3,,random,7
Great Andamanese,35.0,35.0,35.0,2,,random,7
Guahiboan,25.0,22.0,29.0,5,0.9082353391274137,random,7
Guaicuruan,28.0,22.0,31.0,10,0.8477073574761784,random,7
Gumuz,44.0,44.0,44.0,1,,random,7
Gunwinyguan,27.0,24.0,27.0,19,0.9615327653607826,random,7
Haida,49.0,49.0,49.0,2,,random,7
Harakmbut,33.0,33.0,33.0,1,,random,7
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,7
Hibito-Cholon,20.0,20.0,20.0,1,,random,7
Hmong-Mien,52.5,49.0,61.0,4,0.3122743354163489,random,7
Huavean,24.0,24.0,24.0,2,,random,7
Huitotoan,26.0,20.0,38.0,5,0.8214747568953742,random,7
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,7
Indo-European,40.0,39.0,42.0,192,0.7942574618414433,random,7
Iroquoian,19.0,17.0,22.0,5,0.2900100575612439,random,7
Iwaidjan Proper,24.0,24.0,24.0,7,0.9999999999999998,random,7
Japonic,21.0,19.0,25.0,4,0.6726262410850654,random,7
Jarawa-Onge,24.0,24.0,24.0,1,,random,7
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,7
Jicaquean,28.0,28.0,28.0,1,,random,7
Kadugli-Krongo,62.0,59.0,62.0,11,0.14424215689060468,random,7
Kakua-Nukak,22.0,22.0,24.0,3,0.9893002344772951,random,7
Kartvelian,35.0,35.0,42.5,6,0.9674768786944489,random,7
Kawesqar,19.0,19.0,19.0,3,,random,7
Keresan,51.0,51.0,51.0,1,,random,7
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,7
Kiowa-Tanoan,42.0,41.0,61.0,5,0.5738819051694108,random,7
Kiwaian,19.0,19.0,19.0,1,,random,7
Koiarian,16.0,16.0,16.0,1,,random,7
Kolopom,44.0,44.0,44.0,1,,random,7
Koman,28.0,25.0,28.0,5,0.9999943055065038,random,7
Konda-Yahadian,33.0,33.0,33.0,1,,random,7
Koreanic,32.0,32.0,32.0,2,,random,7
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,7
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,7
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,7
Kunimaipan,20.0,20.0,20.0,2,,random,7
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,7
Limilngan-Wulna,25.0,25.0,25.0,1,,random,7
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,7
Maiduan,23.0,23.0,23.0,2,,random,7
Mande,39.0,36.5,40.0,54,0.8830841370164229,random,7
Mangarrayi-Maran,23.0,21.0,26.0,6,0.8864203269892689,random,7
Maningrida,21.0,21.0,27.0,5,0.8097531794910332,random,7
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,7
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,7
Mayan,29.0,26.0,32.0,14,0.9902070240225513,random,7
Maybratic,16.0,16.0,16.0,1,,random,7
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,7
Misumalpan,28.0,28.0,28.0,1,,random,7
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,7
Mixe-Zoque,25.0,22.0,29.0,7,0.9151216290866038,random,7
Mongolic-Khitan,35.0,33.0,39.0,16,0.9902211231326736,random,7
Muskogean,21.0,17.0,25.0,5,0.5740429799793708,random,7
Naduhup,34.5,34.0,39.0,4,0.9999999997979723,random,7
Nakh-Daghestanian,64.0,49.0,69.0,17,0.25434792528341665,random,7
Nambiquaran,29.5,18.0,38.5,6,0.7747393231394307,random,7
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,7
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,7
Nilotic,38.0,32.0,40.0,31,0.7389574031522774,random,7
Nimboranic,18.0,18.0,18.0,1,,random,7
Nivkh,35.0,35.0,35.0,3,,random,7
North Bougainville,11.0,11.0,11.0,1,,random,7
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,7
Northern Daly,19.0,19.0,19.0,2,,random,7
Nubian,21.0,21.0,21.0,2,,random,7
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,7
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.6024107333650293,random,7
Nuclear-Macro-Je,26.5,25.0,31.0,26,0.8632517831786191,random,7
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,7
Nyulnyulan,20.0,20.0,24.0,11,0.7162527419431712,random,7
Otomanguean,38.0,32.0,47.5,20,0.699637449546185,random,7
Palaihnihan,23.0,23.0,23.0,1,,random,7
Pama-Nyungan,23.0,23.0,23.5,324,0.7902078039180466,random,7
Pano-Tacanan,21.0,21.0,22.0,34,0.6954990875843154,random,7
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,7
Pidgin,36.0,36.0,36.0,1,,random,7
Pomoan,32.0,32.0,39.0,3,0.9997949103059797,random,7
Puri-Coroado,18.0,18.0,18.0,1,,random,7
Quechuan,24.0,22.0,27.0,27,0.7714877756818563,random,7
Sahaptian,30.0,30.0,30.0,2,,random,7
Saharan,35.0,32.0,35.0,5,1.0,random,7
Saliban,32.0,30.0,32.0,3,1.0000000000000002,random,7
Salishan,40.0,37.0,44.0,11,0.9506656266655525,random,7
Senagi,17.0,17.0,17.0,1,,random,7
Sentanic,17.0,17.0,17.0,2,,random,7
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,7
Shastan,21.0,21.0,21.0,1,,random,7
Sino-Tibetan,43.0,41.0,47.0,135,0.5943625253508886,random,7
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,7
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,7
Songhay,40.0,24.0,43.0,7,0.620742542601288,random,7
South Bird's Head,18.0,18.0,18.0,1,,random,7
South Bougainville,18.0,18.0,18.0,2,,random,7
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,7
Southern Daly,28.0,25.0,28.0,4,0.9999985446308678,random,7
Speech Register,32.0,32.0,32.0,1,,random,7
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,7
Ta-Ne-Omotic,38.0,28.0,52.0,12,0.6391681440350194,random,7
Tai-Kadai,34.0,32.0,38.0,25,0.8507164099290312,random,7
Tamaic,30.0,30.0,30.0,1,,random,7
Tangkic,24.0,24.0,25.0,4,1.0,random,7
Tarascan,39.0,39.0,39.0,2,,random,7
Teberan,23.0,23.0,23.0,1,,random,7
Temeinic,36.0,25.0,47.0,2,0.6351018293580986,random,7
Ticuna-Yuri,33.0,33.0,33.0,2,,random,7
Timor-Alor-Pantar,34.0,28.0,40.0,2,0.8872865257938265,random,7
Totonacan,30.0,26.0,36.0,4,0.9666795566993163,random,7
Tsimshian,41.5,41.0,42.0,2,1.0,random,7
Tucanoan,23.0,19.950000000000003,24.0,23,0.657257694726967,random,7
Tungusic,29.0,25.0,36.0,7,0.9544527490128996,random,7
Tupian,26.0,25.0,26.0,61,0.8941264916415324,random,7
Turkic,38.0,36.0,39.0,32,0.920133287642945,random,7
Tuu,161.0,161.0,161.0,1,,random,7
Unclassifiable,21.0,21.0,21.0,1,,random,7
Uralic,34.0,32.0,37.0,46,0.7551181427433025,random,7
Uru-Chipaya,42.0,33.0,51.0,2,0.6442540312741625,random,7
Uto-Aztecan,26.0,24.0,29.5,18,0.8744418555330007,random,7
Wakashan,48.5,42.0,55.0,4,0.5508275259797093,random,7
Western Daly,27.5,22.0,32.0,6,0.8724620756118334,random,7
Wintuan,35.0,35.0,35.0,1,,random,7
Worrorran,25.0,22.0,28.0,9,0.9829776086190596,random,7
Yangmanic,22.0,22.0,22.0,2,,random,7
Yanomamic,31.0,19.0,34.0,11,0.7829685183220224,random,7
Yareban,18.0,18.0,18.0,1,,random,7
Yawa-Saweru,19.0,19.0,19.0,1,,random,7
Yeniseian,25.0,25.0,25.0,2,,random,7
Yukaghir,26.0,26.0,36.0,5,0.9605485798156069,random,7
Yuki-Wappo,32.5,30.0,35.0,2,0.9997062166293805,random,7
Zamucoan,33.5,30.0,37.0,2,0.9941789999280679,random,7
Zaparoan,25.0,19.0,29.0,5,0.8104534353793611,random,7
(Unknown),29.0,27.0,32.0,103,0.8170376828250934,random,8
Abkhaz-Adyge,57.5,56.0,70.0,4,0.06521781961050255,random,8
Afro-Asiatic,41.0,38.0,43.0,139,0.7792058365727157,random,8
Ainu,16.0,16.0,16.0,2,,random,8
Algic,28.0,25.0,39.0,8,0.8837308720819899,random,8
Angan,21.0,21.0,21.0,1,,random,8
Araucanian,26.0,26.0,26.0,3,,random,8
Arawakan,25.0,25.0,26.512499999999932,58,0.8241412217739579,random,8
Arawan,21.5,15.0,25.5,6,0.5695885497730466,random,8
Athabaskan-Eyak-Tlingit,49.5,44.0,54.0,14,0.5297173752411323,random,8
Atlantic-Congo,38.0,37.0,39.0,479,0.8081627891569858,random,8
Austroasiatic,40.0,39.0,42.0,52,0.7879422482811521,random,8
Austronesian,25.0,24.0,26.0,131,0.7971820503269091,random,8
Aymaran,42.0,31.0,42.0,4,0.9770395529122837,random,8
Baining,22.0,22.0,22.0,1,,random,8
Barbacoan,25.0,21.0,28.0,9,0.935584225973996,random,8
Blue Nile Mao,36.0,36.0,36.0,1,,random,8
Bookkeeping,32.5,20.0,41.0,4,0.7962653836565384,random,8
Boran,29.5,28.0,41.0,4,0.968790779674869,random,8
Border,22.0,19.0,23.0,3,0.7064642930403426,random,8
Bororoan,20.0,20.0,20.0,3,,random,8
Bunaban,23.5,23.0,24.0,2,0.9999996696540798,random,8
Caddoan,29.0,23.0,29.0,3,0.9525559050088425,random,8
Cahuapanan,21.0,18.0,21.0,3,0.5326678147786723,random,8
Cariban,23.0,21.0,24.0,30,0.7221893634609259,random,8
Central Sudanic,45.0,39.0,49.0,25,0.7041298922840803,random,8
Chapacuran,20.0,18.0,20.0,3,0.33584843277803544,random,8
Chibchan,27.0,23.0,30.0,12,0.8807426222728669,random,8
Chicham,24.0,22.0,25.5,6,0.908690197957679,random,8
Chimakuan,37.0,37.0,37.0,1,,random,8
Chiquitano,26.0,26.0,26.0,1,,random,8
Chocoan,31.0,31.0,33.0,7,0.9999999999996538,random,8
Chonan,35.0,29.0,35.0,3,0.999795413016374,random,8
Chukotko-Kamchatkan,24.0,20.0,32.0,6,0.762512783032447,random,8
Chumashan,40.0,40.0,40.0,1,,random,8
Cochimi-Yuman,34.0,34.0,38.0,3,0.9999999999756708,random,8
Dajuic,30.0,30.0,30.0,1,,random,8
Dizoid,30.0,30.0,30.0,1,,random,8
Dogon,42.0,42.0,47.0,3,0.9643305022190823,random,8
Dravidian,37.5,34.0,43.0,42,0.8211144242388362,random,8
East Strickland,18.0,18.0,18.0,1,,random,8
Eastern Daly,22.0,22.0,22.0,1,,random,8
Eastern Jebel,33.0,33.0,33.0,2,,random,8
Eleman,14.0,14.0,14.0,1,,random,8
Eskimo-Aleut,27.0,22.0,27.0,7,0.8721616741664743,random,8
Furan,30.0,30.0,30.0,1,,random,8
Garrwan,17.0,17.0,20.0,4,0.12729126683248018,random,8
Giimbiyu,23.0,23.0,23.0,3,,random,8
Great Andamanese,35.0,35.0,35.0,2,,random,8
Guahiboan,25.0,22.0,35.0,5,0.8368450651079264,random,8
Guaicuruan,28.0,22.0,31.0,10,0.8477073574761784,random,8
Gumuz,44.0,44.0,44.0,1,,random,8
Gunwinyguan,27.0,24.0,27.0,19,0.9615327653607826,random,8
Haida,49.0,49.0,49.0,2,,random,8
Harakmbut,33.0,33.0,33.0,1,,random,8
Heibanic,40.0,31.5,44.5,6,0.9533886726310896,random,8
Hibito-Cholon,20.0,20.0,20.0,1,,random,8
Hmong-Mien,52.5,49.0,61.0,4,0.3122743354163489,random,8
Huavean,29.0,29.0,29.0,2,,random,8
Huitotoan,26.0,20.0,38.0,5,0.8214747568953742,random,8
Ijoid,40.0,36.5,43.5,6,0.9984901944669318,random,8
Indo-European,40.0,38.0,43.0,192,0.7650343237362027,random,8
Iroquoian,22.0,17.0,27.0,5,0.6246305673209812,random,8
Iwaidjan Proper,23.0,22.0,24.0,7,0.9992646186769253,random,8
Japonic,32.5,19.0,40.0,4,0.7758333370190907,random,8
Jarawa-Onge,24.0,24.0,24.0,1,,random,8
Jarrakan,22.0,20.0,24.0,2,0.7230274907412287,random,8
Jicaquean,28.0,28.0,28.0,1,,random,8
Kadugli-Krongo,55.0,27.0,62.0,11,0.4251826445388698,random,8
Kakua-Nukak,26.0,24.0,26.0,3,0.9999971073933657,random,8
Kartvelian,34.5,34.0,41.5,6,0.9649626346803779,random,8
Kawesqar,24.0,24.0,24.0,3,,random,8
Keresan,51.0,51.0,51.0,1,,random,8
Khoe-Kwadi,33.0,29.0,41.0,3,0.97579427268658,random,8
Kiowa-Tanoan,42.0,41.0,61.0,5,0.5738819051694108,random,8
Kiwaian,19.0,19.0,19.0,1,,random,8
Koiarian,16.0,16.0,16.0,1,,random,8
Kolopom,44.0,44.0,44.0,1,,random,8
Koman,28.0,25.0,31.0,5,0.9956235890194447,random,8
Konda-Yahadian,33.0,33.0,33.0,1,,random,8
Koreanic,40.0,40.0,40.0,2,,random,8
Kresh-Aja,52.0,48.0,56.0,2,0.37833476546544015,random,8
Kru,39.0,36.0,48.0,11,0.7985665283782373,random,8
Kuliak,28.0,25.0,44.0,3,0.7901535993971067,random,8
Kunimaipan,20.0,20.0,20.0,2,,random,8
Kxa,130.5,120.0,141.0,2,1.507191598060317e-08,random,8
Limilngan-Wulna,25.0,25.0,25.0,1,,random,8
Maban,37.0,29.0,45.0,2,0.7563762614766605,random,8
Maiduan,23.0,23.0,23.0,2,,random,8
Mande,38.5,36.0,40.0,54,0.8351260210592499,random,8
Mangarrayi-Maran,24.0,21.0,26.0,6,0.8952047774320236,random,8
Maningrida,21.0,21.0,27.0,5,0.8097531794910332,random,8
Marrku-Wurrugu,24.5,23.0,26.0,2,0.9733275437813325,random,8
Mataguayan,28.0,21.0,32.0,5,0.9252873924092309,random,8
Mayan,32.0,28.0,36.0,14,0.9939758779442844,random,8
Maybratic,16.0,16.0,16.0,1,,random,8
Mirndi,21.0,19.0,23.0,8,0.6469721135254896,random,8
Misumalpan,28.0,28.0,28.0,1,,random,8
Miwok-Costanoan,30.0,21.0,39.0,2,0.7316572344730231,random,8
Mixe-Zoque,29.0,25.0,32.0,7,0.9775562423246145,random,8
Mongolic-Khitan,33.5,29.0,39.0,16,0.9822128830322095,random,8
Muskogean,21.0,21.0,25.0,5,0.839799645275389,random,8
Naduhup,34.5,34.0,39.0,4,0.9999999997979723,random,8
Nakh-Daghestanian,64.0,51.0,68.0,17,0.20670638934312022,random,8
Nambiquaran,29.5,16.0,38.5,6,0.7566302481900345,random,8
Narrow Talodi,27.0,21.0,38.0,5,0.8776984685588141,random,8
Ndu,24.0,23.0,25.0,3,0.9999660655858269,random,8
Nilotic,38.0,32.0,40.0,31,0.7389574031522774,random,8
Nimboranic,18.0,18.0,18.0,1,,random,8
Nivkh,35.0,35.0,35.0,3,,random,8
North Bougainville,11.0,11.0,11.0,1,,random,8
North Halmahera,24.0,23.0,25.0,2,0.9961752116650179,random,8
Northern Daly,19.0,19.0,19.0,2,,random,8
Nubian,45.0,45.0,45.0,2,,random,8
Nuclear Torricelli,22.0,19.0,26.0,6,0.6978518251847821,random,8
Nuclear Trans New Guinea,21.0,20.0,23.0,31,0.5830552653264546,random,8
Nuclear-Macro-Je,26.5,24.0,31.0,26,0.8347622466168971,random,8
Nyimang,25.5,25.0,26.0,2,0.9999999999999996,random,8
Nyulnyulan,20.0,20.0,24.0,11,0.7162527419431712,random,8
Otomanguean,38.0,32.0,47.5,20,0.6917532238983826,random,8
Palaihnihan,23.0,23.0,23.0,1,,random,8
Pama-Nyungan,23.0,23.0,24.0,324,0.7873333462457709,random,8
Pano-Tacanan,21.0,21.0,22.0,34,0.7483190210660302,random,8
Peba-Yagua,23.0,18.0,23.0,3,0.6656496981135739,random,8
Pidgin,36.0,36.0,36.0,1,,random,8
Pomoan,32.0,32.0,39.0,3,0.9997949103059797,random,8
Puri-Coroado,18.0,18.0,18.0,1,,random,8
Quechuan,25.0,22.0,28.0,27,0.7870832475523991,random,8
Sahaptian,30.0,30.0,30.0,2,,random,8
Saharan,35.0,32.0,35.0,5,1.0,random,8
Saliban,32.0,30.0,32.0,3,1.0000000000000002,random,8
Salishan,40.0,37.0,44.0,11,0.9506656266655525,random,8
Senagi,17.0,17.0,17.0,1,,random,8
Sentanic,17.0,17.0,17.0,2,,random,8
Sepik,19.0,15.0,28.07499999999959,8,0.562514583313941,random,8
Shastan,21.0,21.0,21.0,1,,random,8
Sino-Tibetan,43.0,41.0,47.0,135,0.6441759386922628,random,8
Siouan,29.5,20.0,36.0,4,0.8063765196023935,random,8
Sko,23.0,18.0,28.0,3,0.6954060846949041,random,8
Songhay,40.0,24.0,43.0,7,0.620742542601288,random,8
South Bird's Head,18.0,18.0,18.0,1,,random,8
South Bougainville,13.0,13.0,13.0,2,,random,8
South Omotic,36.0,35.0,73.0,3,0.46097199360397645,random,8
Southern Daly,28.0,25.0,28.0,4,0.9999985446308678,random,8
Speech Register,32.0,32.0,32.0,1,,random,8
Surmic,34.0,28.5,49.0,6,0.7739808625447899,random,8
Ta-Ne-Omotic,38.0,28.0,44.0,12,0.7784009067644595,random,8
Tai-Kadai,33.0,32.0,35.0,25,0.8504911786562258,random,8
